,interacted_at;DATA;;;;;;VENDAS TOTAIS;Compras e offers;REWARDS
107300;08/09/2019;00:05:00;9;;;;;;
107301;08/09/2019;00:05:00;9;;;;;;
107658;08/09/2019;00:35:00;9;;;;;;
107827;08/09/2019;00:39:00;9;;;;;;
107534;08/09/2019;01:11:00;9;;;;;;
107543;08/09/2019;01:22:00;9;;;;;;
107826;08/09/2019;01:38:00;9;;;;;;
108045;08/09/2019;14:22:00;9;;;;;;
107306;08/09/2019;14:27:00;9;;;;;;
107391;08/09/2019;14:39:00;9;;;;;;
108048;08/09/2019;14:41:00;9;;;;;;
107908;08/09/2019;14:41:00;9;;;;;;
107627;08/09/2019;14:41:00;9;;;;;;
108050;08/09/2019;14:46:00;9;;;;;;
108053;08/09/2019;14:51:00;9;;;;;;
107463;08/09/2019;15:02:00;9;;;;;;
107317;08/09/2019;15:10:00;9;;;;;;
107685;08/09/2019;15:14:00;9;;;;;;
107632;08/09/2019;15:16:00;9;;;;;;
107691;08/09/2019;15:24:00;9;;;;;;
107692;08/09/2019;15:27:00;9;;;;;;
107322;08/09/2019;15:32:00;9;;;;;;
107696;08/09/2019;15:35:00;9;;;;;;
107482;08/09/2019;15:35:00;9;;;;;;
107407;08/09/2019;15:36:00;9;;;;;;
107408;08/09/2019;15:37:00;9;;;;;;
108071;08/09/2019;15:38:00;9;;;;;;
107550;08/09/2019;15:39:00;9;;;;;;
107836;08/09/2019;15:41:00;9;;;;;;
107326;08/09/2019;15:42:00;9;;;;;;
107839;08/09/2019;15:44:00;9;;;;;;
107327;08/09/2019;15:45:00;9;;;;;;
107487;08/09/2019;15:45:00;9;;;;;;
107328;08/09/2019;15:47:00;9;;;;;;
107329;08/09/2019;15:50:00;9;;;;;;
107702;08/09/2019;15:50:00;9;;;;;;
107552;08/09/2019;15:50:00;9;;;;;;
107331;08/09/2019;15:53:00;9;;;;;;
108081;08/09/2019;15:54:00;9;;;;;;
107332;08/09/2019;15:55:00;9;;;;;;
107426;08/09/2019;16:01:00;9;;;;;;
107333;08/09/2019;16:03:00;9;;;;;;
107336;08/09/2019;16:10:00;9;;;;;;
107337;08/09/2019;16:10:00;9;;;;;;
107713;08/09/2019;16:13:00;9;;;;;;
107341;08/09/2019;16:22:00;9;;;;;;
107342;08/09/2019;16:23:00;9;;;;;;
107719;08/09/2019;16:25:00;9;;;;;;
107721;08/09/2019;16:34:00;9;;;;;;
108096;08/09/2019;16:43:00;9;;;;;;
107868;08/09/2019;16:45:00;9;;;;;;
107724;08/09/2019;16:46:00;9;;;;;;
107973;08/09/2019;16:55:00;9;;;;;;
108099;08/09/2019;16:56:00;9;;;;;;
107571;08/09/2019;17:03:00;9;;;;;;
107349;08/09/2019;17:05:00;9;;;;;;
107874;08/09/2019;17:18:00;9;;;;;;
107431;08/09/2019;17:20:00;9;;;;;;
107433;08/09/2019;17:22:00;9;;;;;;
107434;08/09/2019;17:29:00;9;;;;;;
107353;08/09/2019;17:30:00;9;;;;;;
108038;08/09/2019;17:42:00;9;;;;;;
108104;08/09/2019;17:42:00;9;;;;;;
108108;08/09/2019;17:50:00;9;;;;;;
107357;08/09/2019;18:30:00;9;;;;;;
107877;08/09/2019;18:30:00;9;;;;;;
107645;08/09/2019;18:52:00;9;;;;;;
107360;08/09/2019;18:58:00;9;;;;;;
107753;08/09/2019;19:14:00;9;;;;;;
107754;08/09/2019;19:17:00;9;;;;;;
107519;08/09/2019;19:19:00;9;;;;;;
107361;08/09/2019;19:31:00;9;;;;;;
107440;08/09/2019;19:41:00;9;;;;;;
107441;08/09/2019;19:51:00;9;;;;;;
107757;08/09/2019;20:05:00;9;;;;;;
107365;08/09/2019;20:09:00;9;;;;;;
107760;08/09/2019;20:30:00;9;;;;;;
107761;08/09/2019;20:35:00;9;;;;;;
107366;08/09/2019;20:56:00;9;;;;;;
108113;08/09/2019;20:58:00;9;;;;;;
108114;08/09/2019;21:02:00;9;;;;;;
107663;08/09/2019;21:25:00;9;;;;;;
107769;08/09/2019;21:26:00;9;;;;;;
107771;08/09/2019;21:33:00;9;;;;;;
107664;08/09/2019;21:34:00;9;;;;;;
107772;08/09/2019;21:35:00;9;;;;;;
107666;08/09/2019;21:56:00;9;;;;;;
107447;08/09/2019;22:02:00;9;;;;;;
107780;08/09/2019;22:22:00;9;;;;;;
108122;08/09/2019;22:26:00;9;;;;;;
108124;08/09/2019;22:33:00;9;;;;;;
107372;08/09/2019;22:39:00;9;;;;;;
107784;08/09/2019;22:40:00;9;;;;;;
107448;08/09/2019;22:42:00;9;;;;;;
108127;08/09/2019;22:43:00;9;;;;;;
107787;08/09/2019;22:45:00;9;;;;;;
107564;08/09/2019;22:58:00;9;;;;;;
107536;08/09/2019;22:58:00;9;;;;;;
107373;08/09/2019;23:01:00;9;;;;;;
108134;08/09/2019;23:08:00;9;;;;;;
107793;08/09/2019;23:14:00;9;;;;;;
108902;08/09/2019;23:22:00;9;;;;;;
107623;08/09/2019;23:51:00;9;;;;;;
107378;08/09/2019;23:59:00;9;;;;;;
132830;09/09/2019;00:01:00;9;;;;;;
133451;09/09/2019;00:08:00;9;;;;;;
133452;09/09/2019;00:12:00;9;;;;;;
133108;09/09/2019;00:34:00;9;;;;;;
133455;09/09/2019;00:37:00;9;;;;;;
132834;09/09/2019;00:50:00;9;;;;;;
132835;09/09/2019;00:52:00;9;;;;;;
132949;09/09/2019;14:29:00;9;;;;;;
133162;09/09/2019;15:00:00;9;;;;;;
133469;09/09/2019;15:05:00;9;;;;;;
132840;09/09/2019;15:08:00;9;;;;;;
133165;09/09/2019;15:16:00;9;;;;;;
133113;09/09/2019;15:17:00;9;;;;;;
132843;09/09/2019;15:20:00;9;;;;;;
133368;09/09/2019;15:26:00;9;;;;;;
133476;09/09/2019;15:27:00;9;;;;;;
133014;09/09/2019;15:27:00;9;;;;;;
133135;09/09/2019;15:30:00;9;;;;;;
133172;09/09/2019;15:30:00;9;;;;;;
133291;09/09/2019;15:38:00;9;;;;;;
132898;09/09/2019;15:46:00;9;;;;;;
132846;09/09/2019;15:47:00;9;;;;;;
133121;09/09/2019;15:53:00;9;;;;;;
132849;09/09/2019;15:56:00;9;;;;;;
133182;09/09/2019;16:06:00;9;;;;;;
133293;09/09/2019;16:08:00;9;;;;;;
133136;09/09/2019;16:13:00;9;;;;;;
133183;09/09/2019;16:13:00;9;;;;;;
132964;09/09/2019;16:23:00;9;;;;;;
132854;09/09/2019;16:30:00;9;;;;;;
133297;09/09/2019;16:31:00;9;;;;;;
132965;09/09/2019;16:31:00;9;;;;;;
133137;09/09/2019;16:33:00;9;;;;;;
132966;09/09/2019;16:34:00;9;;;;;;
133299;09/09/2019;16:38:00;9;;;;;;
133489;09/09/2019;16:39:00;9;;;;;;
132967;09/09/2019;16:39:00;9;;;;;;
133490;09/09/2019;16:40:00;9;;;;;;
133197;09/09/2019;16:56:00;9;;;;;;
133309;09/09/2019;17:11:00;9;;;;;;
133311;09/09/2019;17:16:00;9;;;;;;
133125;09/09/2019;17:16:00;9;;;;;;
133139;09/09/2019;17:42:00;9;;;;;;
133318;09/09/2019;17:43:00;9;;;;;;
133206;09/09/2019;17:47:00;9;;;;;;
132970;09/09/2019;17:48:00;9;;;;;;
133425;09/09/2019;17:50:00;9;;;;;;
133321;09/09/2019;17:55:00;9;;;;;;
133323;09/09/2019;18:00:00;9;;;;;;
132866;09/09/2019;18:00:00;9;;;;;;
133501;09/09/2019;18:08:00;9;;;;;;
133427;09/09/2019;18:21:00;9;;;;;;
132868;09/09/2019;18:27:00;9;;;;;;
132975;09/09/2019;18:36:00;9;;;;;;
133078;09/09/2019;18:42:00;9;;;;;;
133079;09/09/2019;18:42:00;9;;;;;;
132922;09/09/2019;20:16:00;9;;;;;;
133216;09/09/2019;20:17:00;9;;;;;;
133507;09/09/2019;20:51:00;9;;;;;;
133218;09/09/2019;20:58:00;9;;;;;;
133219;09/09/2019;21:01:00;9;;;;;;
133222;09/09/2019;21:12:00;9;;;;;;
132871;09/09/2019;21:40:00;9;;;;;;
133440;09/09/2019;21:43:00;9;;;;;;
133227;09/09/2019;21:58:00;9;;;;;;
133512;09/09/2019;22:00:00;9;;;;;;
133513;09/09/2019;22:04:00;9;;;;;;
133095;09/09/2019;22:13:00;9;;;;;;
133039;09/09/2019;22:20:00;9;;;;;;
133130;09/09/2019;22:22:00;9;;;;;;
133040;09/09/2019;22:22:00;9;;;;;;
133232;09/09/2019;22:25:00;9;;;;;;
133517;09/09/2019;22:28:00;9;;;;;;
133233;09/09/2019;22:28:00;9;;;;;;
132872;09/09/2019;22:38:00;9;;;;;;
133142;09/09/2019;22:47:00;9;;;;;;
133236;09/09/2019;22:47:00;9;;;;;;
133044;09/09/2019;22:48:00;9;;;;;;
133336;09/09/2019;23:11:00;9;;;;;;
133144;09/09/2019;23:19:00;9;;;;;;
133145;09/09/2019;23:22:00;9;;;;;;
133522;09/09/2019;23:30:00;9;;;;;;
132934;09/09/2019;23:34:00;9;;;;;;
133132;09/09/2019;23:37:00;9;;;;;;
132936;09/09/2019;23:39:00;9;;;;;;
158813;10/09/2019;00:07:00;9;;;;;;
158590;10/09/2019;00:19:00;9;;;;;;
158770;10/09/2019;00:24:00;9;;;;;;
158592;10/09/2019;00:26:00;9;;;;;;
158541;10/09/2019;00:27:00;9;;;;;;
158647;10/09/2019;00:36:00;9;;;;;;
158774;10/09/2019;00:37:00;9;;;;;;
159100;10/09/2019;14:19:00;9;;;;;;
159255;10/09/2019;14:28:00;9;;;;;;
159907;10/09/2019;14:46:00;9;;;;;;
159653;10/09/2019;14:55:00;9;;;;;;
159909;10/09/2019;14:58:00;9;;;;;;
159777;10/09/2019;15:02:00;9;;;;;;
159257;10/09/2019;15:04:00;9;;;;;;
159773;10/09/2019;15:08:00;9;;;;;;
159186;10/09/2019;15:11:00;9;;;;;;
159778;10/09/2019;15:17:00;9;;;;;;
159190;10/09/2019;15:19:00;9;;;;;;
159262;10/09/2019;15:21:00;9;;;;;;
159555;10/09/2019;15:23:00;9;;;;;;
159774;10/09/2019;15:24:00;9;;;;;;
159775;10/09/2019;15:24:00;9;;;;;;
159780;10/09/2019;15:26:00;9;;;;;;
159636;10/09/2019;15:32:00;9;;;;;;
159657;10/09/2019;15:34:00;9;;;;;;
159267;10/09/2019;15:35:00;9;;;;;;
159268;10/09/2019;15:37:00;9;;;;;;
159660;10/09/2019;15:40:00;9;;;;;;
159206;10/09/2019;15:46:00;9;;;;;;
159275;10/09/2019;15:51:00;9;;;;;;
159924;10/09/2019;15:55:00;9;;;;;;
159784;10/09/2019;16:01:00;9;;;;;;
159208;10/09/2019;16:02:00;9;;;;;;
159790;10/09/2019;16:20:00;9;;;;;;
159679;10/09/2019;16:22:00;9;;;;;;
159291;10/09/2019;16:25:00;9;;;;;;
159930;10/09/2019;16:30:00;9;;;;;;
159292;10/09/2019;16:31:00;9;;;;;;
159682;10/09/2019;16:34:00;9;;;;;;
159293;10/09/2019;16:39:00;9;;;;;;
159638;10/09/2019;16:41:00;9;;;;;;
159296;10/09/2019;17:03:00;9;;;;;;
159941;10/09/2019;17:17:00;9;;;;;;
159940;10/09/2019;17:17:00;9;;;;;;
159575;10/09/2019;17:30:00;9;;;;;;
159698;10/09/2019;18:04:00;9;;;;;;
159699;10/09/2019;18:19:00;9;;;;;;
160098;10/09/2019;18:48:00;9;;;;;;
159700;10/09/2019;18:53:00;9;;;;;;
159619;10/09/2019;19:16:00;9;;;;;;
160245;10/09/2019;19:29:00;9;;;;;;
160246;10/09/2019;19:30:00;9;;;;;;
160249;10/09/2019;19:32:00;9;;;;;;
160267;10/09/2019;19:46:00;9;;;;;;
160277;10/09/2019;19:57:00;9;;;;;;
159954;10/09/2019;19:59:00;9;;;;;;
159955;10/09/2019;19:59:00;9;;;;;;
160279;10/09/2019;19:59:00;9;;;;;;
159303;10/09/2019;20:11:00;9;;;;;;
159307;10/09/2019;20:11:00;9;;;;;;
159309;10/09/2019;20:16:00;9;;;;;;
160294;10/09/2019;20:34:00;9;;;;;;
159710;10/09/2019;20:50:00;9;;;;;;
159310;10/09/2019;20:57:00;9;;;;;;
159311;10/09/2019;20:58:00;9;;;;;;
159958;10/09/2019;21:25:00;9;;;;;;
159959;10/09/2019;21:33:00;9;;;;;;
160106;10/09/2019;21:38:00;9;;;;;;
159996;10/09/2019;21:41:00;9;;;;;;
159228;10/09/2019;22:01:00;9;;;;;;
159966;10/09/2019;22:12:00;9;;;;;;
160304;10/09/2019;22:21:00;9;;;;;;
159733;10/09/2019;22:39:00;9;;;;;;
159734;10/09/2019;22:48:00;9;;;;;;
159322;10/09/2019;22:51:00;9;;;;;;
159968;10/09/2019;22:57:00;9;;;;;;
159971;10/09/2019;23:03:00;9;;;;;;
159972;10/09/2019;23:05:00;9;;;;;;
159979;10/09/2019;23:27:00;9;;;;;;
159981;10/09/2019;23:37:00;9;;;;;;
160124;10/09/2019;23:47:00;9;;;;;;
159160;10/09/2019;23:50:00;9;;;;;;
136446;13/09/2019;00:31:00;9;;;;;;
136374;13/09/2019;00:35:00;9;;;;;;
136050;13/09/2019;00:35:00;9;;;;;;
136465;13/09/2019;00:37:00;9;;;;;;
136582;13/09/2019;00:38:00;9;;;;;;
136585;13/09/2019;00:51:00;9;;;;;;
136383;13/09/2019;01:02:00;9;;;;;;
136169;13/09/2019;13:57:00;9;;;;;;
136587;13/09/2019;14:11:00;9;;;;;;
135947;13/09/2019;14:25:00;9;;;;;;
136590;13/09/2019;14:27:00;9;;;;;;
136591;13/09/2019;14:29:00;9;;;;;;
136592;13/09/2019;14:31:00;9;;;;;;
135766;13/09/2019;14:35:00;9;;;;;;
136593;13/09/2019;14:35:00;9;;;;;;
136594;13/09/2019;14:46:00;9;;;;;;
136171;13/09/2019;14:46:00;9;;;;;;
135768;13/09/2019;14:46:00;9;;;;;;
135769;13/09/2019;14:46:00;9;;;;;;
135770;13/09/2019;14:53:00;9;;;;;;
136241;13/09/2019;14:54:00;9;;;;;;
136173;13/09/2019;15:02:00;9;;;;;;
135961;13/09/2019;15:04:00;9;;;;;;
136209;13/09/2019;15:04:00;9;;;;;;
135773;13/09/2019;15:16:00;9;;;;;;
136595;13/09/2019;15:19:00;9;;;;;;
136448;13/09/2019;15:20:00;9;;;;;;
136210;13/09/2019;15:21:00;9;;;;;;
135973;13/09/2019;15:26:00;9;;;;;;
136597;13/09/2019;15:27:00;9;;;;;;
136249;13/09/2019;15:28:00;9;;;;;;
135778;13/09/2019;15:30:00;9;;;;;;
136066;13/09/2019;15:31:00;9;;;;;;
136180;13/09/2019;15:34:00;9;;;;;;
136251;13/09/2019;15:34:00;9;;;;;;
136182;13/09/2019;15:37:00;9;;;;;;
136183;13/09/2019;15:39:00;9;;;;;;
135983;13/09/2019;15:40:00;9;;;;;;
136111;13/09/2019;15:41:00;9;;;;;;
135984;13/09/2019;15:41:00;9;;;;;;
135786;13/09/2019;15:47:00;9;;;;;;
136259;13/09/2019;15:50:00;9;;;;;;
135881;13/09/2019;15:53:00;9;;;;;;
135994;13/09/2019;15:55:00;9;;;;;;
136212;13/09/2019;15:57:00;9;;;;;;
135997;13/09/2019;15:58:00;9;;;;;;
135998;13/09/2019;16:00:00;9;;;;;;
135790;13/09/2019;16:02:00;9;;;;;;
136188;13/09/2019;16:02:00;9;;;;;;
135794;13/09/2019;16:07:00;9;;;;;;
135795;13/09/2019;16:08:00;9;;;;;;
136267;13/09/2019;16:11:00;9;;;;;;
135797;13/09/2019;16:11:00;9;;;;;;
136268;13/09/2019;16:12:00;9;;;;;;
136213;13/09/2019;16:12:00;9;;;;;;
136269;13/09/2019;16:14:00;9;;;;;;
136190;13/09/2019;16:18:00;9;;;;;;
136396;13/09/2019;16:22:00;9;;;;;;
136397;13/09/2019;16:23:00;9;;;;;;
136615;13/09/2019;16:23:00;9;;;;;;
136616;13/09/2019;16:24:00;9;;;;;;
135803;13/09/2019;16:25:00;9;;;;;;
136398;13/09/2019;16:25:00;9;;;;;;
135804;13/09/2019;16:27:00;9;;;;;;
136400;13/09/2019;16:29:00;9;;;;;;
136527;13/09/2019;16:31:00;9;;;;;;
135808;13/09/2019;16:34:00;9;;;;;;
136401;13/09/2019;16:35:00;9;;;;;;
136403;13/09/2019;16:40:00;9;;;;;;
136405;13/09/2019;16:45:00;9;;;;;;
136162;13/09/2019;16:45:00;9;;;;;;
136163;13/09/2019;16:53:00;9;;;;;;
136408;13/09/2019;16:55:00;9;;;;;;
135819;13/09/2019;16:58:00;9;;;;;;
136283;13/09/2019;17:01:00;9;;;;;;
136284;13/09/2019;17:03:00;9;;;;;;
136285;13/09/2019;17:09:00;9;;;;;;
136629;13/09/2019;17:13:00;9;;;;;;
136540;13/09/2019;17:21:00;9;;;;;;
135822;13/09/2019;17:23:00;9;;;;;;
135907;13/09/2019;17:30:00;9;;;;;;
135906;13/09/2019;17:30:00;9;;;;;;
136423;13/09/2019;17:51:00;9;;;;;;
136019;13/09/2019;17:52:00;9;;;;;;
136424;13/09/2019;17:55:00;9;;;;;;
135825;13/09/2019;17:59:00;9;;;;;;
136293;13/09/2019;18:03:00;9;;;;;;
135826;13/09/2019;18:09:00;9;;;;;;
136425;13/09/2019;18:17:00;9;;;;;;
136431;13/09/2019;18:36:00;9;;;;;;
135913;13/09/2019;19:00:00;9;;;;;;
136435;13/09/2019;19:44:00;9;;;;;;
135829;13/09/2019;19:56:00;9;;;;;;
136306;13/09/2019;20:36:00;9;;;;;;
136637;13/09/2019;20:48:00;9;;;;;;
136309;13/09/2019;20:57:00;9;;;;;;
136220;13/09/2019;20:59:00;9;;;;;;
136228;13/09/2019;21:00:00;9;;;;;;
136311;13/09/2019;21:14:00;9;;;;;;
136312;13/09/2019;21:19:00;9;;;;;;
136315;13/09/2019;21:25:00;9;;;;;;
135836;13/09/2019;21:33:00;9;;;;;;
136028;13/09/2019;21:43:00;9;;;;;;
136321;13/09/2019;21:49:00;9;;;;;;
136222;13/09/2019;21:55:00;9;;;;;;
136322;13/09/2019;21:55:00;9;;;;;;
135838;13/09/2019;22:18:00;9;;;;;;
136644;13/09/2019;22:32:00;9;;;;;;
136148;13/09/2019;22:35:00;9;;;;;;
135839;13/09/2019;22:36:00;9;;;;;;
136645;13/09/2019;22:36:00;9;;;;;;
136339;13/09/2019;22:56:00;9;;;;;;
136224;13/09/2019;22:57:00;9;;;;;;
136340;13/09/2019;22:59:00;9;;;;;;
136341;13/09/2019;23:01:00;9;;;;;;
136205;13/09/2019;23:02:00;9;;;;;;
136342;13/09/2019;23:03:00;9;;;;;;
136649;13/09/2019;23:15:00;9;;;;;;
136037;13/09/2019;23:23:00;9;;;;;;
136656;13/09/2019;23:30:00;9;;;;;;
136040;13/09/2019;23:33:00;9;;;;;;
136164;13/09/2019;23:33:00;9;;;;;;
136165;13/09/2019;23:34:00;9;;;;;;
136202;13/09/2019;23:39:00;9;;;;;;
136354;13/09/2019;23:39:00;9;;;;;;
135851;13/09/2019;23:40:00;9;;;;;;
136225;13/09/2019;23:42:00;9;;;;;;
135852;13/09/2019;23:44:00;9;;;;;;
136355;13/09/2019;23:46:00;9;;;;;;
136661;13/09/2019;23:46:00;9;;;;;;
136660;13/09/2019;23:46:00;9;;;;;;
135853;13/09/2019;23:52:00;9;;;;;;
137136;14/09/2019;00:01:00;9;;;;;;
137164;14/09/2019;00:02:00;9;;;;;;
136665;14/09/2019;00:03:00;9;;;;;;
137166;14/09/2019;00:07:00;9;;;;;;
138024;14/09/2019;00:13:00;9;;;;;;
137356;14/09/2019;00:28:00;9;;;;;;
136669;14/09/2019;00:34:00;9;;;;;;
137106;14/09/2019;00:36:00;9;;;;;;
136856;14/09/2019;00:37:00;9;;;;;;
136880;14/09/2019;00:43:00;9;;;;;;
136857;14/09/2019;00:56:00;9;;;;;;
136881;14/09/2019;00:59:00;9;;;;;;
137363;14/09/2019;01:07:00;9;;;;;;
136758;14/09/2019;14:10:00;9;;;;;;
137097;14/09/2019;14:16:00;9;;;;;;
137176;14/09/2019;14:18:00;9;;;;;;
137177;14/09/2019;14:20:00;9;;;;;;
137107;14/09/2019;14:24:00;9;;;;;;
136858;14/09/2019;14:40:00;9;;;;;;
137183;14/09/2019;14:43:00;9;;;;;;
136888;14/09/2019;14:47:00;9;;;;;;
136673;14/09/2019;14:48:00;9;;;;;;
137154;14/09/2019;14:49:00;9;;;;;;
137185;14/09/2019;14:50:00;9;;;;;;
137139;14/09/2019;14:50:00;9;;;;;;
138030;14/09/2019;14:53:00;9;;;;;;
136859;14/09/2019;15:03:00;9;;;;;;
138033;14/09/2019;15:08:00;9;;;;;;
138010;14/09/2019;15:12:00;9;;;;;;
136895;14/09/2019;15:12:00;9;;;;;;
138035;14/09/2019;15:13:00;9;;;;;;
137198;14/09/2019;15:15:00;9;;;;;;
138036;14/09/2019;15:15:00;9;;;;;;
137140;14/09/2019;15:21:00;9;;;;;;
137201;14/09/2019;15:25:00;9;;;;;;
138039;14/09/2019;15:29:00;9;;;;;;
137887;14/09/2019;15:43:00;9;;;;;;
138046;14/09/2019;15:44:00;9;;;;;;
138047;14/09/2019;15:45:00;9;;;;;;
138052;14/09/2019;15:55:00;9;;;;;;
138054;14/09/2019;15:58:00;9;;;;;;
138011;14/09/2019;16:02:00;9;;;;;;
138056;14/09/2019;16:04:00;9;;;;;;
138059;14/09/2019;16:11:00;9;;;;;;
136916;14/09/2019;16:14:00;9;;;;;;
138062;14/09/2019;16:18:00;9;;;;;;
136917;14/09/2019;16:19:00;9;;;;;;
138012;14/09/2019;16:24:00;9;;;;;;
137114;14/09/2019;16:24:00;9;;;;;;
138065;14/09/2019;16:25:00;9;;;;;;
138013;14/09/2019;16:26:00;9;;;;;;
136697;14/09/2019;16:26:00;9;;;;;;
137372;14/09/2019;16:33:00;9;;;;;;
137373;14/09/2019;16:35:00;9;;;;;;
136928;14/09/2019;16:41:00;9;;;;;;
136864;14/09/2019;16:44:00;9;;;;;;
136702;14/09/2019;16:46:00;9;;;;;;
136872;14/09/2019;16:47:00;9;;;;;;
136703;14/09/2019;16:48:00;9;;;;;;
138015;14/09/2019;16:53:00;9;;;;;;
137115;14/09/2019;16:53:00;9;;;;;;
138019;14/09/2019;16:53:00;9;;;;;;
138074;14/09/2019;16:54:00;9;;;;;;
138075;14/09/2019;16:57:00;9;;;;;;
137235;14/09/2019;16:58:00;9;;;;;;
137062;14/09/2019;16:59:00;9;;;;;;
137236;14/09/2019;16:59:00;9;;;;;;
137381;14/09/2019;17:03:00;9;;;;;;
137382;14/09/2019;17:07:00;9;;;;;;
137383;14/09/2019;17:09:00;9;;;;;;
137239;14/09/2019;17:09:00;9;;;;;;
137065;14/09/2019;17:09:00;9;;;;;;
137117;14/09/2019;17:10:00;9;;;;;;
136865;14/09/2019;17:10:00;9;;;;;;
136938;14/09/2019;17:20:00;9;;;;;;
137244;14/09/2019;17:29:00;9;;;;;;
136704;14/09/2019;17:29:00;9;;;;;;
137250;14/09/2019;17:54:00;9;;;;;;
138087;14/09/2019;18:01:00;9;;;;;;
136712;14/09/2019;18:03:00;9;;;;;;
137156;14/09/2019;18:05:00;9;;;;;;
136814;14/09/2019;18:07:00;9;;;;;;
136714;14/09/2019;18:13:00;9;;;;;;
137405;14/09/2019;18:14:00;9;;;;;;
136948;14/09/2019;18:28:00;9;;;;;;
137408;14/09/2019;18:36:00;9;;;;;;
136868;14/09/2019;18:38:00;9;;;;;;
137264;14/09/2019;18:40:00;9;;;;;;
136950;14/09/2019;18:41:00;9;;;;;;
136724;14/09/2019;18:44:00;9;;;;;;
137410;14/09/2019;18:45:00;9;;;;;;
136728;14/09/2019;19:21:00;9;;;;;;
137267;14/09/2019;19:22:00;9;;;;;;
138093;14/09/2019;19:29:00;9;;;;;;
136729;14/09/2019;19:29:00;9;;;;;;
137982;14/09/2019;19:32:00;9;;;;;;
137271;14/09/2019;19:38:00;9;;;;;;
136824;14/09/2019;19:49:00;9;;;;;;
138098;14/09/2019;20:14:00;9;;;;;;
136735;14/09/2019;20:25:00;9;;;;;;
137277;14/09/2019;20:35:00;9;;;;;;
136955;14/09/2019;21:23:00;9;;;;;;
136743;14/09/2019;21:24:00;9;;;;;;
138104;14/09/2019;21:27:00;9;;;;;;
138105;14/09/2019;21:29:00;9;;;;;;
136744;14/09/2019;21:40:00;9;;;;;;
137291;14/09/2019;21:43:00;9;;;;;;
136747;14/09/2019;21:55:00;9;;;;;;
137296;14/09/2019;22:06:00;9;;;;;;
137295;14/09/2019;22:07:00;9;;;;;;
138109;14/09/2019;22:09:00;9;;;;;;
136749;14/09/2019;22:31:00;9;;;;;;
137315;14/09/2019;23:00:00;9;;;;;;
137126;14/09/2019;23:04:00;9;;;;;;
136846;14/09/2019;23:08:00;9;;;;;;
137100;14/09/2019;23:15:00;9;;;;;;
137319;14/09/2019;23:16:00;9;;;;;;
138122;14/09/2019;23:16:00;9;;;;;;
137321;14/09/2019;23:22:00;9;;;;;;
137323;14/09/2019;23:24:00;9;;;;;;
137150;14/09/2019;23:25:00;9;;;;;;
137879;14/09/2019;23:27:00;9;;;;;;
137880;14/09/2019;23:33:00;9;;;;;;
138000;14/09/2019;23:36:00;9;;;;;;
137329;14/09/2019;23:40:00;9;;;;;;
137008;14/09/2019;23:40:00;9;;;;;;
137896;14/09/2019;23:46:00;9;;;;;;
136957;14/09/2019;23:56:00;9;;;;;;
139021;15/09/2019;00:07:00;9;;;;;;
139022;15/09/2019;00:09:00;9;;;;;;
138574;15/09/2019;00:11:00;9;;;;;;
138881;15/09/2019;00:21:00;9;;;;;;
138893;15/09/2019;00:22:00;9;;;;;;
138470;15/09/2019;00:29:00;9;;;;;;
138336;15/09/2019;00:31:00;9;;;;;;
138641;15/09/2019;00:33:00;9;;;;;;
138642;15/09/2019;00:34:00;9;;;;;;
138338;15/09/2019;00:37:00;9;;;;;;
138800;15/09/2019;00:42:00;9;;;;;;
138895;15/09/2019;00:43:00;9;;;;;;
138150;15/09/2019;00:43:00;9;;;;;;
138801;15/09/2019;00:47:00;9;;;;;;
138802;15/09/2019;00:50:00;9;;;;;;
138803;15/09/2019;00:51:00;9;;;;;;
138804;15/09/2019;00:56:00;9;;;;;;
138650;15/09/2019;14:50:00;9;;;;;;
138578;15/09/2019;14:54:00;9;;;;;;
138151;15/09/2019;15:08:00;9;;;;;;
138152;15/09/2019;15:10:00;9;;;;;;
138652;15/09/2019;15:10:00;9;;;;;;
138580;15/09/2019;15:21:00;9;;;;;;
138153;15/09/2019;15:24:00;9;;;;;;
138906;15/09/2019;15:41:00;9;;;;;;
138416;15/09/2019;15:48:00;9;;;;;;
138499;15/09/2019;15:48:00;9;;;;;;
138498;15/09/2019;15:48:00;9;;;;;;
138417;15/09/2019;15:49:00;9;;;;;;
138256;15/09/2019;15:52:00;9;;;;;;
138909;15/09/2019;15:56:00;9;;;;;;
139046;15/09/2019;16:08:00;9;;;;;;
138821;15/09/2019;16:12:00;9;;;;;;
139048;15/09/2019;16:14:00;9;;;;;;
139050;15/09/2019;16:19:00;9;;;;;;
139015;15/09/2019;16:24:00;9;;;;;;
138273;15/09/2019;16:30:00;9;;;;;;
139004;15/09/2019;16:31:00;9;;;;;;
138164;15/09/2019;16:33:00;9;;;;;;
138427;15/09/2019;16:35:00;9;;;;;;
138165;15/09/2019;16:35:00;9;;;;;;
138428;15/09/2019;16:35:00;9;;;;;;
138166;15/09/2019;16:36:00;9;;;;;;
138883;15/09/2019;16:43:00;9;;;;;;
138926;15/09/2019;16:44:00;9;;;;;;
138605;15/09/2019;16:45:00;9;;;;;;
138661;15/09/2019;16:46:00;9;;;;;;
138666;15/09/2019;16:54:00;9;;;;;;
138931;15/09/2019;16:55:00;9;;;;;;
139065;15/09/2019;16:57:00;9;;;;;;
